Language,Form,Gloss,Gloss_Fixed,Source,Form_ID_v1.2
Ngaju_Dayak,jawæ,"a plant resembling sugarcane but smaller, only about one finger thick, with many stalks that support grain in a black hull; the curved grains are somewhat smaller than rice grains, and are eaten cooked, having a taste somewhat like rice, but greasier; in central Borneo <span class=""wd"">jawæ</span> is often planted as a substitute for rice","a plant resembling sugarcane but smaller, only about one finger thick, with many stalks that support grain in a black hull; the curved grains are somewhat smaller than rice grains, and are eaten cooked, having a taste somewhat like rice, but greasier; in central Borneo _jawæ_ is often planted as a substitute for rice",,18577-5bff4914e0a1d025d5d59d0f55a1d429-1
Old_Javanese,nira,"form in which the pronoun <span class=""wd"">sira</span> appears, when qualifying a noun (his, her; your) or the <span class=""wd"">in</span>-form of the passive verb (by him, by her; by you)","form in which the pronoun _sira_ appears, when qualifying a noun (his, her; your) or the _in_-form of the passive verb (by him, by her; by you)",,660-929c627e31ce0320ba77474e9de898e9-2
Ngaju_Dayak,kapok,"tree cotton, the coarser sort used to stuff pillows, etc., the finer sort which is used in spinning: <span class=""wd"">kapas</span>","tree cotton, the coarser sort used to stuff pillows, etc., the finer sort which is used in spinning: _kapas_",,18577-a177848dbb1bf1689c7d4a01005d1145-1
Tontemboan,ma-ŋaŋa,"to open the mouth (< <span class=""pwd"">*maŋ-ŋaŋa</span>)",to open the mouth (< _*maŋ-ŋaŋa_),,19052-6817eb8b6d25f2b6a6cc2131ef88f446-1
Ilokano,s&lt;um&gt;alúp,"to measure by the <span class=""wd"">salúp</span>",to measure by the _salúp_,,279-507558d5a6f041cba5a8b086030b365f-1
Sa'a,lie,"ginger, called <span class=""wd"">‘äi ha‘angäu keni</span>, tree given to women to eat (to enlist their affections); used in malevolent magic it causes boils when put down on a man’s path for him to pass over","ginger, called _‘äi ha‘angäu keni_, tree given to women to eat (to enlist their affections); used in malevolent magic it causes boils when put down on a man’s path for him to pass over",,18945-d3902a9132c832bf2a768cbcc6b3ee9a-1
Tetun,susuk,"a stitch; a pain in the side, mostly said as <span class=""wd"">sa-susuk</span>; a mosquito","a stitch; a pain in the side, mostly said as _sa-susuk_; a mosquito",,1060-5e1313e111039a464b864fa6e029ca6d-1
Ifugaw,ínit,"artificial warmth or heat (not <span class=""wd"">potaŋ</span> heat produced by the sun); applied to whatever is warmed or rewarmed by the fire",artificial warmth or heat (not _potaŋ_ heat produced by the sun); applied to whatever is warmed or rewarmed by the fire,,636-94091fe7b4bc837f86b9bac45f05e7c9-1
Itawis,íma,"arm, hand (cp. <span class=""wd"">limá</span> 'five')","arm, hand (cp. _limá_ 'five')",,648-d59b9a87772ff6cceb26f35fa3b43523-1
Tsou,fsoi,"a plant with a root like a sweet potato, formerly eaten by the Tsou (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Szakos"">Szakos 1993</a></span>)","a plant with a root like a sweet potato, formerly eaten by the Tsou ([Szakos 1993](Source#cldf:szakos1993))",szakos1993,1087-4b37cca76ab68b7ff0dff19524bc7082-1
Asilulu,na,"a particle indicating finality (<span class=""wd"">weu na</span> ‘I’ll be going then’)",a particle indicating finality (_weu na_ ‘I’ll be going then’),,18016-8a7fc695eb09d269df8fb7b1332feab7-1
Cebuano,biʔás,"water container made of one internode of a bamboo tube; make into a <span class=""wd"">biʔás</span>",water container made of one internode of a bamboo tube; make into a _biʔás_,,252-737f0e44d7bc942b1b5c007e0d336e47-1
Rennellese,tapu-tapu,"diminutive of <span class=""wd"">tapu</span>; small sacredness",diminutive of _tapu_; small sacredness,,390-c9b892e653d94c6bb009318731ebc257-1
Old_Javanese,rəmuk,"crushed, smashed, destroyed, in pieces (occasionally combined with <span class=""wd"">rəmək</span> without noticeable semantic difference)","crushed, smashed, destroyed, in pieces (occasionally combined with _rəmək_ without noticeable semantic difference)",,660-857b3252d9847957f0bd65d61cb61b3f-1
Niue,tika,"dart with smooth hardwood head 	 (used in the game of <span class=""wd"">tā-tika</span>)",dart with smooth hardwood head (used in the game of _tā-tika_),,362-b34fa67f23af555aa58b1dbe21379eae-1
Maori,-ia,"passive imperative (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Biggs"">Biggs 1973:60ff</a></span>)",passive imperative ([Biggs 1973:60ff](Source#cldf:biggs1973)),biggs1973[60ff],330-311065c6f54b6d08ef2a7006e1de5fb7-1
Malagasy,ampalèsina,"be smoothed with the <span class=""wd"">ampály</span> leaves",be smoothed with the _ampály_ leaves,,18432-07dcad3990ebd207ff88e2c9bf5202a4-1
Cebuano,huyúp,"blow air, blow something away; treat an ailment by <span class=""wd"">huyúp</span>","blow air, blow something away; treat an ailment by _huyúp_",,252-cf7dd7d4cbb661ff957d9c44167fe661-1
Yakan,lakatan,"a small variety of banana (similar to <span class=""wd"">suley badju</span>), <i>Musa</i> family","a small variety of banana (similar to _suley badju_), _Musa_ family",,1129-63401f964a133c369db08b48e07f86a9-1
Yami,kam-ina-n,"aunt (< <span class=""pwd"">*ina</span>",aunt (< _*ina_,,1131-3824bbe9ba1e02675ee44b0ebafbcb3f-1
Karo_Batak,suku,"relatives, somewhat narrower than <span class=""wd"">kadé-kadé</span> (relative, in a very broad sense); a woman reckons herself as belonging to the suku of her husband","relatives, somewhat narrower than _kadé-kadé_ (relative, in a very broad sense); a woman reckons herself as belonging to the suku of her husband",,18314-1328567eea78d9097aee10c55498e050-1
Hanunóo,salúp,"a measure of volume equal to one 25th of a <span class=""wd"">pásuŋ</span>; one <span class=""wd"">ganta</span> (3.17 quarts liquid)",a measure of volume equal to one 25th of a _pásuŋ_; one _ganta_ (3.17 quarts liquid),,273-255783887bc051998055972db79f054c-1
Kankanaey,sápad,"hand of bananas --- a part of the whole bunch, about twelve bananas (cf. <span class=""wd"">búlig</span>)","hand of bananas --- a part of the whole bunch, about twelve bananas (cf. _búlig_)",,289-8553a3308b2fe54770b9986c5e3ea161-1
Itbayaten,pili,"idea of selection or choice or sorting out; imperative form of <span class=""wd"">pili-an</span>",idea of selection or choice or sorting out; imperative form of _pili-an_,,282-709e9aa6766c3050a64f4166754a56c8-1
Tagalog,salóp,"a <span class=""wd"">ganta</span>; three liters dry measure",a _ganta_; three liters dry measure,,423-e308f0988ae1632e561a6d74d1aa0fa8-1
'Āre'āre,pata māe,"very fine shell money, having great value, used to make necklaces and for buying pigs (<span class=""wd"">pata</span> = 'money')","very fine shell money, having great value, used to make necklaces and for buying pigs (_pata_ = 'money')",,18004-12d134c3260c598405e1dbc5d8188d56-1
Ilokano,teppéŋ,"kind of <span class=""wd"">dúyog</span>  (coconut shell dish) for measuring rice about three liters, approximately one-eighth of a <span class=""wd"">ganta</span>","kind of _dúyog_ (coconut shell dish) for measuring rice about three liters, approximately one-eighth of a _ganta_",,279-0a3f161cdc918cbfada6ff4bf2e57ff0-1
Erai,ata,"human being; this word is used in certain cases only: <span class=""wd"">ata mate</span> 'corpse, ghost', and <span class=""wd"">ata laik eha</span> 'stranger'","human being; this word is used in certain cases only: _ata mate_ 'corpse, ghost', and _ata laik eha_ 'stranger'",,263-f17849c28151d0f9f240bf62887fc06d-1
Pazeh,ka- -an,"marker of the adversative passive; <span class=""wd"">ka-udan-an</span> ‘be soaked with rain, be caught in the rain’ (cf. <span class=""wd"">udan</span> ‘rain’); <span class=""wd"">ka-akux-an</span> ‘heatstroke; be overcome by heat’ (cf. <span class=""wd"">paka-akux</span> ‘to warm up, to heat’); <span class=""wd"">ka-bari-an</span> ‘be blown about by the wind’ (cf. <span class=""wd"">bari</span> ‘wind’)","marker of the adversative passive; _ka-udan-an_ ‘be soaked with rain, be caught in the rain’ (cf. _udan_ ‘rain’); _ka-akux-an_ ‘heatstroke; be overcome by heat’ (cf. _paka-akux_ ‘to warm up, to heat’); _ka-bari-an_ ‘be blown about by the wind’ (cf. _bari_ ‘wind’)",,375-6fb09bf3c82df15faac0faa51030696d-1
Manobo_(Ata),bagani,"warrior (a man whose status was enhanced in accordance with the number of killings he could lay claim to) (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Lebar"">Lebar 1975</a></span>)",warrior (a man whose status was enhanced in accordance with the number of killings he could lay claim to) ([Lebar 1975](Source#cldf:lebar1975)),lebar1975,818-d010db8e60661219516ff1b407a26f7f-1
Tagalog,ta-pilók,"to stumble or trip, thereby causing one to twist or sprain the foot or ankle (<span class=""wd"">pilók</span> ‘twisted, referring to arm, ankle or foot’)","to stumble or trip, thereby causing one to twist or sprain the foot or ankle (_pilók_ ‘twisted, referring to arm, ankle or foot’)",,423-851449ab46d7949feac1b1b967e3cd08-1
Ilokano,pag-apúg-an,"kind of very small <span class=""wd"">báŋa</span> or earthenware jar used by chewers of betel nut for holding lime; any receptacle for lime",kind of very small _báŋa_ or earthenware jar used by chewers of betel nut for holding lime; any receptacle for lime,,279-b1619a6a3858050351e86a335debf370-1
Mota,gamal,"clubhouse of <span class=""wd"">suqe</span> (club) or of a single high rank",clubhouse of _suqe_ (club) or of a single high rank,,344-052b9154a6b7cb297c4474345f73a3e3-1
Bare'e,wua m-bine,"the areca nut, beads, comb and other objects that lie in the <span class=""wd"">biŋka mpobine</span>, the basket from which the seed rice is distributed to the women who will sow it in dibble holes during the planting","the areca nut, beads, comb and other objects that lie in the _biŋka mpobine_, the basket from which the seed rice is distributed to the women who will sow it in dibble holes during the planting",,236-01baa431d254d9062d12fe45cef6a43d-1
Tagalog,atipuo,"kind of breadfruit: <i>Artocarpus altilis</i> (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Madulid"">Madulid 2001</a></span>)",kind of breadfruit: _Artocarpus altilis_ ([Madulid 2001](Source#cldf:madulid2001)),madulid2001,423-27fd90f6c17f026d3a6168f8ad137e43-1
Leti,waw-na,"on, upon (&lt; *<span class=""pwd"">wawa-na</span>)","on, upon (&lt; *_wawa-na_)",,316-7ef562a9470eb728bc1bfe23f2155865-1
Ilokano,gawéd,"betel pepper, used in native medicine to cure wounds, stomach aches and bone dislocations; people combine <span class=""wd"">gawed</span>, <span class=""wd"">apug</span> (powdered lime) and <span class=""wd"">buá</span> (betel nut) to make <span class=""wd"">mama</span>, a concoction for chewing","betel pepper, used in native medicine to cure wounds, stomach aches and bone dislocations; people combine _gawed_, _apug_ (powdered lime) and _buá_ (betel nut) to make _mama_, a concoction for chewing",,279-01f98a49a05f18b911875c66309e32dd-1
Sundanese,beuneur,"full and good (of rice grains), well-filled, of ear or kernel of grain (opposite of <span class=""wd"">hapa</span> empty husk)","full and good (of rice grains), well-filled, of ear or kernel of grain (opposite of _hapa_ empty husk)",,418-957faaec5fd63cc79f9450c0c49936f5-1
Rennellese,mata ʔagigi,"closure of an <span class=""wd"">ʔagigi</span> shell, cat’s eye","closure of an _ʔagigi_ shell, cat’s eye",,390-cbce5a82a3d9f5dd669b3d9b08c659ea-1
Fijian,maca,"empty, dry, of liquids.  Used as exclamation when a bowl of <span class=""wd"">yaqona</span> (kava) has been drunk --- the onlookers call out ‘<span class=""wd"">A! Maca</span>!’; to dry or heal up, of a sore","empty, dry, of liquids. Used as exclamation when a bowl of _yaqona_ (kava) has been drunk --- the onlookers call out ‘_A! Maca_!’; to dry or heal up, of a sore",,266-c6a68e02eb0d97768e49bc1cbe55ccb4-1
Sori,laŋa toraw,"east wind (<span class=""wd"">laŋa</span> = ‘wind’)",east wind (_laŋa_ = ‘wind’),,1021-b86caf542713477d56f4d31472f0b18e-1
Northeast_Ambae,-ku,"1sg possessive suffix: my (directly attached to most kin terms, body parts, natural behavior and intimate personal property, but to possessive classifiers <span class=""wd"">ga-</span> ‘food possession’, <span class=""wd"">me-</span> ‘drink possession’, <span class=""wd"">bula-</span> natural or valued object possession’, <span class=""wd"">no-</span> ‘general possession’ for non-intimate or alienable possessive relationships)","1sg possessive suffix: my (directly attached to most kin terms, body parts, natural behavior and intimate personal property, but to possessive classifiers _ga-_ ‘food possession’, _me-_ ‘drink possession’, _bula-_ natural or valued object possession’, _no-_ ‘general possession’ for non-intimate or alienable possessive relationships)",,19409-807e977fd2fe7c00d41714051a6edb8e-1
Karo_Batak,kutiŋ-kutiŋ,"kind of small beetle on the young leaves of the <span class=""wd"">jambe</span> (kind of pumpkin or gourd)",kind of small beetle on the young leaves of the _jambe_ (kind of pumpkin or gourd),,18314-f7c7a67932196f011afcd8f122ec8442-1
Iban,nali,"twist into rope, prepare fibre for rope; continue the line, inherit <span class=""wd"">bilik</span> and share of property","twist into rope, prepare fibre for rope; continue the line, inherit _bilik_ and share of property",,276-142e1d68a3cf2493d1ef1692d6b1f2be-1
Balinese,ikik,"laugh loudly (not so loudly as <span class=""wd"">akak</span>)",laugh loudly (not so loudly as _akak_),,235-f8883c867756da7da7833837ecb20b96-1
Mota,va,"go or come; the same used as auxiliary with the notion of going on, but not easy to distinguish from the causative <span class=""wd"">va-</span>","go or come; the same used as auxiliary with the notion of going on, but not easy to distinguish from the causative _va-_",,344-ce16ce0afc609b12e1cd56729781e7de-1
Tae',ilaŋ,"term used in game of dice: disappear, lose (opposed to <span class=""wd"">ontoŋ</span> 'win')","term used in game of dice: disappear, lose (opposed to _ontoŋ_ 'win')",,18947-3ae6f8c1a4f2462835efe2eaa4ef04e8-1
Leti,let-ili,"dwelling on a mountain, because the dwelling of a monarch originally was on an elevation (cf. <span class=""wd"">leta</span> village, country, land)","dwelling on a mountain, because the dwelling of a monarch originally was on an elevation (cf. _leta_ village, country, land)",,316-cb09362b16e2edf24e3d5cab5d9f69a9-1
Tausug,ma-sakit,"(with <span class=""wd"">atay</span>) bitter against, hateful (toward someone)","(with _atay_) bitter against, hateful (toward someone)",,18831-7a96906dc082df5648ac4a4caea85200-1
Mota,tur-saŋa,"the main post of a house, forked to receive the <span class=""wd"">qatsuna</span>","the main post of a house, forked to receive the _qatsuna_",,344-216c7a54e9a93e1ef69cf85cf6b753f8-1
Kairiru,myal,"loincloth; traditionally used in times of war, now replaced by the <span class=""wd"">laplap</span>","loincloth; traditionally used in times of war, now replaced by the _laplap_",,667-53cebc9653ced44c7622724efaac366b-1
Nggela,ŋot-i,"gnaw, nibble (<span class=""bib""><a class=""bib"" href=""acd-bib.htm#Blust"">Blust 1977a:6</a></span>)","gnaw, nibble ([Blust 1977a:6](Source#cldf:blust1977a))",blust1977a[6],359-21ed771c95a7e27abc2f2ad6d9f67676-1
Sa'a,älu,"last year's yam garden; bananas and pawpaws and <span class=""wd"">oha</span> planted there",last year's yam garden; bananas and pawpaws and _oha_ planted there,,18945-b4de26db861ac4fc3a83d6a6dcd691fb-1
