ID,Name,Initial,Description,Comment,Source
31982,*kipau,k,Bismarck scrub fowl: Megapodius eremita,"Also [Mbula](LanguageTable#cldf:815) _tiau_ ‘wild chicken, bush fowl (brown, black, size of a chicken)’.  A more extensive variant of this comparison with a number of phonologically non-corresponding forms was proposed by [Clark (2011:306)](Source#cldf:clark2011), who gives Mangap (= [Mbula](LanguageTable#cldf:815)) _tiau_ as _kiau_, and posits &ast;_k(a)iau_ without accounting for the medial consonant in [Halia](LanguageTable#cldf:19250). [Kove](LanguageTable#cldf:709) reflects &ast;_p_ irregularly as _p_ or zero.",clark2011[306]
31839,*kipay,k,wave back and forth,,
26791,*ki(m)pes,k,"deflate, shrink",,
31762,*kipit,k,"narrow; pinch between tongs, etc.","With root [&ast;-pit](cf.csv#cldf:Root-30054) ‘press, squeeze together; narrow’.",
31823,*kiput,k,narrow,,
26777,*kiras,k,scar,Also [Lau](LanguageTable#cldf:313) _kida_ ‘scar of wound or sore’.,
29860,*kiray,k,eyebrow,Also [Subanun (Sindangan)](LanguageTable#cldf:1025) _gilay_ ‘eyebrow’.,
31300,*kirig,k,shudder,,
26778,*kirik,k,to tickle,"Also [Malay (Jakarta)](LanguageTable#cldf:18430) _kilik_ ‘make (someone) ticklish, as by touching a downy chicken feather to the nostrils’, [Banggai](LanguageTable#cldf:238) _ketek_, [Soboyo](LanguageTable#cldf:419) _liki_ ‘to tickle’.",
31983,*kiRa,k,"a bird, tern sp.",A longer version of this comparison was proposed by [Clark (2011:366-367)](Source#cldf:clark2011).,clark2011[366-367]
31984,*kiRak,k,"parrot sp., possibly Eclectus parrot",A more extensive variant of this comparison was proposed by [Clark (2011:323)](Source#cldf:clark2011).,clark2011[323]
26776,*kiRam,k,axe or adze,"Also [Sa'a](LanguageTable#cldf:18945) _kile-kile_ ‘a long-handled iron tomahawk used for fighting’.  We know from the archaeological record that both clam shell and stone were used to make chopping or wood-carving blades, and it is therefore a reasonable inference that [PMP](LanguageTable#cldf:19081) &ast;_kiRam_ could be made either of clam shell (as attested in the [Palauan](LanguageTable#cldf:372) gloss), or of stone (as attested in most reflexes in Melanesia).",
30559,*kiRay,k,"pandanus sp., used in making mats","First cited by [Ross (2008:329)](Source#cldf:rosspawleyandosmond2008), who notes Blit Manobo and [Tboli](LanguageTable#cldf:19175) forms in conjunction with the more extensive Oceanic evidence.  [Tboli](LanguageTable#cldf:19175) _kilay_ ‘pandanus sp.’ is reported in [Madulid (2001)](Source#cldf:madulid2001), but not in the extensive dictionary of [Awed, Underwood, and van Wynen (2004)](bib-Awed), and Blit Manobo is virtually unknown apart from very limited data in [Llamzon (1971)](bib-Llamzon), [Molony and Tuan (1976)](bib-Molony), and [Madulid (2001)](Source#cldf:madulid2001).  Evidence from CMP languages has not previously been noted.",rosspawleyandosmond2008[329];madulid2001;madulid2001
29907,*kiRim,k,"seek, search, look for",This comparison was first described by [Tsuchida (1976:290)](Source#cldf:tsuchida1976).,tsuchida1976[290]
30011,*kiRkiR,k,"rasp, file","Also [Agutaynen](LanguageTable#cldf:19189) _kilkig_ ‘file, as for sharpening’, [Motu](LanguageTable#cldf:345) _iri_ ‘a saw’, _iri-a_ ‘to saw’.",
26779,*kiRus,k,scrape,"Also [Ngaju Dayak](LanguageTable#cldf:18577) _kiris_ ‘scratching or scraping sound, but softer than _karus_.",
26792,*ki(n)sap,k,"blink, wink, flicker, flash","Also [Kayan](LanguageTable#cldf:294) _kusap mata_ ‘eyelash’.  The meanings ‘flicker, flash’ and ‘blink’ are associated with cognate morphemes in a number of Austronesian languages, and sometimes co-occur in the same language, as with [Bintulu](LanguageTable#cldf:242) _kejep kejep_ ‘to flicker, of a fire’, _k-em-ejep_ ‘to blink’, [Bahasa Indonesia](LanguageTable#cldf:240) _kilap_ ‘flash’, _se-kilap mata_ ‘momentary closure of the eye’.  The common link evidently is that of a brief visual image interrupted either at the source or at the receiver.",
31912,*kisaw,k,"sound of swishing, as of hand passing through water",,
31708,*kisay,k,tear a leaf or cloth into strips,,
31779,*kiseg,k,"twist spasmodically, wriggle","Also [Cebuano](LanguageTable#cldf:252) _kisi-kísi_ ‘wriggle around as if to get free (as a fish in someone’s hands); for a child to stamp its feet, jump around or just insist on fulfilling its desire’.  Possibly a chance resemblance.",
31913,*kis(e)láp,k,"sparkle, glitter","With root [&ast;-lap](cf.csv#cldf:Root-29959) ‘flash, sparkle’.",
30504,*kisi,k,pick out with the fingers,,
31677,*kiskis,k,"to shave, scrape off","Also [Ngaju Dayak](LanguageTable#cldf:18577) _ikis_ ‘scraped, shaved’.",
26780,*kiSkiS,k,scrape off,,
30794,*kita₂,k,to see,"Also [Tsou](LanguageTable#cldf:1087) _ba-ito_ ‘to see’ (expected &ast;&ast;bito), [Casiguran Dumagat](LanguageTable#cldf:569) _íta_, _məg-íta_ ‘to watch, look at’, _meta_ ‘see’, [Agta (Dupaningan)](LanguageTable#cldf:19194) _ma-enta_ ‘see, notice’, [Kapampangan](LanguageTable#cldf:291) _í-kit_ ‘see’, [Bikol](LanguageTable#cldf:244) _mag-kítaʔ_ ‘to look for something in or at a particular place’, _ma-kítaʔ_  ‘to see’, [Hanunóo](LanguageTable#cldf:273) _maka-kít_ ‘see’, _makit-án_ ‘be seen’, [Hiligaynon](LanguageTable#cldf:623) _mag-kítaʔ_ ‘to see each other’, [Aklanon](LanguageTable#cldf:226) _kítaʔ_ ‘to see; confer with, meet with’, _pa-kítaʔ_ ‘to demonstrate, show, appear’, [Waray-Waray](LanguageTable#cldf:19275) _kítaʔ_ ‘the act of seeing; ability to see; sight; vision; view; glimpse’, [Masbatenyo](LanguageTable#cldf:19186) _mag-kítaʔ_ ‘look, see; meet’, _kitaʔ-on_ ‘find, look for, locate’, [Romblomanon](LanguageTable#cldf:19354) _kītaʔ_ ‘someone finds or sees someone, something’, [Mansaka](LanguageTable#cldf:825) _kítaʔ_ ‘to meet, to see each other by chance’, [Tausug](LanguageTable#cldf:18831) _kitaʔ_ ‘see, look at, look in order to verify (something); look for, observe, see or watch without taking an active part’, [Ngaju Dayak](LanguageTable#cldf:18577) _ite_ ‘seeing, be seen’, [Katingan](LanguageTable#cldf:690) _ñite_, [Lamboya](LanguageTable#cldf:19339) _eta_, [Makatea](LanguageTable#cldf:778) _kutea_, West Futunan _katea_ ‘to see’.  


In addition to its primary reference to physical sight, this base evidently served to express a variety of related notions, including understanding, conviction, and visionary activity, or ability to see the future.  Philippine reflexes of this form raise several questions, as both [Kapampangan](LanguageTable#cldf:291) and [Hanunóo](LanguageTable#cldf:273) show irregular loss of the final vowel, and [Bikol](LanguageTable#cldf:244), most Bisayan languages and [Tausug](LanguageTable#cldf:18831) have an unexplained final glottal stop.  [Yami](LanguageTable#cldf:1131) _tita_ is assumed to be an analogical back-formation: since &ast;_t_ > _c_/___i_ appears to have been more common than the similar palatalization of &ast;_k_, and only the form infixed with _–om-_ is protected from palatalization, a majority of speakers must have assumed at some point in the history of the language that earlier &ast;_kita_ should properly contain _t-_ rather than _k-_.",
31914,*kitáŋ,k,long fishing line with many hooks; to fish with such a line,,
30904,*kitek,k,to tickle,"Also [Bikol](LanguageTable#cldf:244) _mag-kítik_ ‘to tickle someone’, [Mansaka](LanguageTable#cldf:825) _kutuk_ ‘to tickle’, [Binukid](LanguageTable#cldf:19012) _ketek_, [Tausug](LanguageTable#cldf:18831) _gituk_ ‘to tickle (someone)’.",
26782,*kiteŋ,k,"marine fish sp. with venomous dorsal spines, Rabbitfish: Siganus punctatus","The similarity of [Amis](LanguageTable#cldf:227) _kiteŋ_ ‘species of river fish: _Etrumeus micropus_’ to the Malayo-Polynesian form is assumed to be a product of chance, as the _Etrumeus micropus_ is a round herring that is devoid of venomous spines. 
Part of the Oceanic section of this comparison was first pointed out by [Osmond (2011)](Source#cldf:osmond2011).",osmond2011
26781,*kitey,k,suspension bridge,With root &ast;_-tey_ ‘suspension bridge’.,
31738,*kitik₁,k,to tickle,,
31915,*kitik₂,k,"to tick, make a ticking or light knocking sound",With root [&ast;-tik₂](cf.csv#cldf:Root-30110) ‘ticking sound’,
26783,*kitiŋ,k,small in amount,,
31800,*kitkit,k,"to bite, gnaw",[Iban](LanguageTable#cldf:276) and [Malay](LanguageTable#cldf:326) show sporadic but recurrent voicing crossover in the velar stops.,
26784,*kiud,k,movement in coitus; sexual intercourse,"Also [Paiwan](LanguageTable#cldf:370) _ki-uḍu_ ‘have sexual intercourse’, [Kapampangan](LanguageTable#cldf:291) _kiñud_ ‘motion of lower trunk’, [Manggarai](LanguageTable#cldf:816) _kido_ ‘have intercourse (crude)’.  The large number of phonetically similar but non-corresponding forms only hinted at here and in the variants &ast;_kiuq_ and &ast;_kiut_ may be due to the irregular reworking of earlier forms as a result of taboo.",
26785,*kiuk,k,"peep, cheep",,
31311,*kiuq,k,movement in coitus; sexual intercourse,"Also [Bikol](LanguageTable#cldf:244) _kitóʔ_ ‘have intercourse with (vulgar)’, [Chamorro](LanguageTable#cldf:573) _kichi_ ‘coitus, sexual intercourse’.",
31310,*kiut,k,movement in coitus; sexual intercourse,"Also [Mongondow](LanguageTable#cldf:245) _iut_ ‘coitus’, _mog-iut_ ‘to copulate’, [Proto-South Sulawesi](LanguageTable#cldf:19092) &ast;_kendu(C)_ ‘have sexual intercourse’.",
31933,*kiwal,k,"sinuous, winding","Also [Casiguran Dumagat](LanguageTable#cldf:569) _kiwəl_ ‘crooked, bent’, k_iwəl ‘to bend over, to bend oneself to the side’.
_",
33450,*kiwih,k,twisted or crooked mouth,,
30926,*kiwiwi,k,"shore bird: sandpiper, Pacific Golden Plover","Also [Halia](LanguageTable#cldf:19250) _kivi_ ‘generic term for waders, esp. _Pluvialis fulva_ [Pacific Golden Plover]’, [Tongan](LanguageTable#cldf:434) _kiu_ ‘sea bird; it has long legs and runs very fast; to run fast (like a _kiu_), to scurry, dash off, or hurry along’, [Niue](LanguageTable#cldf:362) _kiu_ ‘a bird, the plover’, [Futunan](LanguageTable#cldf:607) _kiu_ ‘a bird: sea lark (‘alouette de mer’), with red feet, black back and white breast’, [Tikopia](LanguageTable#cldf:19335) _kiu_ ‘Bristle-thighed curlew, _Numenius tahitiensis_’.  


[Clark (2011)](Source#cldf:clark2011) assigns &ast;_kiwiwi_ ‘sandpiper sp.’ to ‘Proto-Western Oceanic’, and dissociates it from [Proto-Polynesian](LanguageTable#cldf:19084) &ast;_kiu_ ~ &ast;_kiwi_ ‘shore bird taxon including _Pluvialis_ and _Numenius_’. Instead, I see Polynesian _kiwi_ forms as reflecting &ast;_kiwiwi_ with haplology, parallel to the pattern seen in Oceanic reflexes of &ast;_kilala_ ‘to know (a person), recognize, be acquainted with’, and Polynesian _kiu_ forms as products of sporadic apocope with resyllabification of &ast;_-w_.  This word probably was imitative of the cry of these shore birds, and divergent attempts to better imitate their calls may well have given rise to forms such as PPn &ast;_kiu_, and [Tubetube](LanguageTable#cldf:19055) _kiwikiwiwi_.",clark2011
31646,*kiwkiw,k,"to wave, wag (tail); to stir (people) up",,
32723,*kiwkiw₂,k,"to stir, mix in",,
26786,*kizab,k,"sparkle, flash; lustre",,
26793,*ki(n)zak,k,"tread, step","With root &ast;[-zak](cf.csv#cldf:Root-30125) ‘step, tread’.",
31763,*kizap,k,"sparkle, flash","Also [Proto-Sangiric](LanguageTable#cldf:19089) &ast;_kedap_ ‘to shine, flicker’.",
26787,*kizem,k,close the eyes,"Also [Tagalog](LanguageTable#cldf:423) _kuráp_, [Toba Batak](LanguageTable#cldf:427) _hidop_ ‘wink’.",
26794,*ki(n)zep,k,"blink, wink",Also [Tagalog](LanguageTable#cldf:423) _kuráp_ ‘wink’.,
30025,*koba,k,hermit crab,,
32030,*kodos,k,go straight; straighten,A slightly different version of this comparison was proposed by [Ross (2003a:212)](Source#cldf:osmondpawleyandross2003).,osmondpawleyandross2003
31625,*koe,k,"2sg., you","This widespread Oceanic form is sometimes thought to be a reflex of [PAn](LanguageTable#cldf:19072) &ast;_kaSu_, but there is no straightforward way in which a derivation of [POc](LanguageTable#cldf:19082) &ast;_koe_ from [PAn](LanguageTable#cldf:19072) &ast;_kaSu_, [PMP](LanguageTable#cldf:19081) &ast;_kahu_ is possible.",
30490,*koi,k,coconut shell,Also [Roviana](LanguageTable#cldf:396) _ko-koe_ ‘coconut shell’.  This form may have been &ast;_koi-koi_.,
31695,*kojom,k,"sharp pointed stick used in planting crops and in husking coconuts; digging stick, coconut husking stick","[Lichtenberk and Osmond (1998:167)](Source#cldf:lichtenberk1998) first proposed [POc](LanguageTable#cldf:19082) &ast;_kojom_ ‘husking stick’, &ast;_kojom-i_ ‘to husk coconuts’.  The figurative extension in Pohnpeian is quite transparent (penis = husking stick, with coconut being actively thrust against it, an image that would not work in the ‘missionary position’).",lichtenberk1998[167]
31985,*koka,k,"a tree: Macaranga spp., Euphorbiaceae",A somewhat longer version of this comparison was proposed by [Ross (2008c:243)](Source#cldf:rosspawleyandosmond2008).,rosspawleyandosmond2008
30470,*koki,k,lame; to limp,Also [Nukuoro](LanguageTable#cldf:363) _dodi_ ‘have a limp (physical condition)’.,
31986,*koko,k,kind of house spider,A somewhat larger version of this comparison was first proposed by [Osmond (2011a:410)](Source#cldf:osmond2011).,osmond2011
31764,*koŋa,k,kind of marine fish,"Judging from the physical descriptions given by informants, the referents in the Admiralties do not appear to be the same as those in the Solomons, leaving open the question whether this term labels a still unidentified fish, or is a product of chance convergence.",
31696,*koŋe,k,"squeal, as in excitement",Possibly a product of chance.,
31987,*kopu,k,"low cloud, mist, fog",A somewhat longer version of this comparison was first proposed by [Ross (2003:140-141)](Source#cldf:osmondpawleyandross2003).,osmondpawleyandross2003[140-141]
32031,*koran,k,"ember, glowing coal","A slightly larger version of this comparison was first proposed by [Osmond, Pawley and Ross (2003:71)](Source#cldf:osmond2003).",osmond2003[71]
31988,*koraŋa,k,"a fish, small emperor","A slighter larger version of this comparison was proposed by [Osmond (2011:83)](Source#cldf:osmond2011), who posited [POc](LanguageTable#cldf:19082) &ast;_koraŋ_ ‘emperor, _Lethrinidae_.  However, this reconstruction fails to note that the final -VC of [POc](LanguageTable#cldf:19082) forms was lost in all languages of the eastern Admiralties, and that &ast;_koraŋ_ would therefore have produced [Titan](LanguageTable#cldf:1070) &ast;&ast;_kor_.  Even with this correction the comparison remains tenuous without further support.",osmond2011[83]
31892,*kori,k,"scrape, shave","[Dempwolff (1938)](Source#cldf:dempwolff193438) compared [Javanese](LanguageTable#cldf:285) _kerik_ ‘shaving and shaping of the hair on a bride’s forehead’ with [Sa'a](LanguageTable#cldf:18945) _kori_ and [Fijian](LanguageTable#cldf:266) _ta-kori_ ‘to shave’.  I am unable to find the latter form, and the wider comparison seems best attributed to chance.",dempwolff193438
31824,*koro₁,k,2dl. pronoun,"This reconstruction is puzzling.  [Pawley (1972:72)](Source#cldf:pawley1972) contains a systematic ordering of second person dual pronouns (focal, objective, subjective and possessive) for over 20 ‘Eastern Oceanic’ languages, and this form plays no part in that set of data.  Its ultimate position in the reconstruction of the pronoun sets of [POc](LanguageTable#cldf:19082) remains to be determined.",pawley1972[72]
30063,*koro₂,k,fortified place; village,"[Tongan](LanguageTable#cldf:434) _kolo_ (expected &ast;&ast;_kō_) may be a loan from [Fijian](LanguageTable#cldf:266). [Milke (1968)](Source#cldf:milke1968) included the Central Pacific forms cited here under &ast;_gor(a,o)_ ‘mountain’, but may have confused two distinct cognate sets.",milke1968
32032,*koro₃,k,"mountain, hilltop","Also [Hawaiian](LanguageTable#cldf:620) _olo_ ‘hill (obsolete now except in place-names)’. A longer version of this comparison was first proposed by [Osmond, Pawley and Ross (2003:49)](Source#cldf:osmond2003).  Given the semantic overlap of ‘fortified village’ and ‘mountain, hilltop’ it is possible that &ast;_koro₂_ and &ast;_koro₃_ are the same cognate set, although the meanings of ‘settlement’ and ‘topographic eminence’ are well-separated in the two sets.",osmond2003[49]
30065,*koron,k,"to lie, tell a lie",,
31989,*kororo,k,honeybee,This comparison was first noted by [Osmond (2011a:387-388)](Source#cldf:osmond2011).,osmond2011
31990,*koRa,k,wild mango: Mangifera minor,"A slightly longer version of this comparison was proposed by [Ross (1996b)](Source#cldf:ross1996), and again in [Ross (2008a:341)](Source#cldf:rosspawleyandosmond2008).",ross1996;rosspawleyandosmond2008
32033,*koRo,k,pubic hair,A slightly longer version of this comparison was proposed by [Osmond and Ross (2016:98)](Source#cldf:osmond2016).,osmond2016[98]
31991,*kosa,k,kind of parrotfish,A somewhat larger version of this comparison was first noted by [Osmond (2011:97)](Source#cldf:osmond2011).,osmond2011[97]
