ID,Name,Description,Category,Comment,Cognateset_ID,Dempwolff_Etymology
Noise-2276,,shell,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) assigned the above words along with [Javanese](LanguageTable#cldf:285) _karah_ ‘metal piece by which a blade is affixed to a handle’, [Toba Batak](LanguageTable#cldf:427) _hara_ ‘turtle’ and [Sa'a](LanguageTable#cldf:18945) _kara_ ‘to scrape, to grate’ to &ast;_karaq_ ‘shell’.  However, the [Javanese](LanguageTable#cldf:285) and [Sa'a](LanguageTable#cldf:18945) forms are semantically distant from the others, the [Toba Batak](LanguageTable#cldf:427) form does not appear in [Warneck (1977)](Source#cldf:warneck1977), and of the remaining forms [Tagalog](LanguageTable#cldf:423) _kála_ and [Malay](LanguageTable#cldf:326) _karah_ are phonologically incompatible. This leaves just the [Tagalog](LanguageTable#cldf:423) and [Malagasy](LanguageTable#cldf:18432) forms as potential comparata, and the similarity between them hardly seems to depart from chance.",,*karaq ‘shell’
Noise-2004,,shellfish sp.,noise,,,
Noise-2226,,shellfish sp.,noise,,,
Noise-2006,,shield,noise,,,
Noise-2007,,shoot up,noise,,,
Noise-2008,,show the teeth,noise,,,
Noise-2282,,shrub sp.,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) cited [Tagalog](LanguageTable#cldf:423) _tábal_ as ‘name of a shrub’, but I cannot find it in any modern dictionary of the language, or in [Madulid (2001)](Source#cldf:madulid2001), and this comparison is consequently best considered a chance resemblance.",,
Noise-2389,,shy,noise,"[Dempwolff (1934-1938)](Source#cldf:dempwolff193438) proposed this comparison (less the [Iban](LanguageTable#cldf:276) form), assuming that the [Fijian](LanguageTable#cldf:266) form shows an otherwise unpreceded syllable metathesis.  However, I can find _luma_ in no [Fijian](LanguageTable#cldf:266) dictionary at my disposal, and the form that Dempwolff apparently mean is _druma_ ‘foolish, clumsy, stupid’, a word that has no obvious relationship to those in western Indonesia (most of which may be [Malay](LanguageTable#cldf:326) loans).",,
Noise-2009,,sickly,noise,,,
Noise-2010,,"sing, song",noise,"Chance. [Dempwolff (1934-38)](Source#cldf:dempwolff193438) compared these forms, but was forced to recognize a fossilized affix in the [Malagasy](LanguageTable#cldf:18432) word (_h-ira_), [Tagalog](LanguageTable#cldf:423) and [Bikol](LanguageTable#cldf:244) _híla_ appear to be connected with _híla_ 'pull, drag, tow, haul; a load, as a unit measure for haulage'.",,
Noise-2254,,slice,noise,Probably a chance resemblance.,,
Noise-2364,,"slip, slide",noise,"Chance.  [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_linsad_ ‘to slip, slide’ (Ausgleiten), but I cannot find either the [Malay](LanguageTable#cldf:326) or [Javanese](LanguageTable#cldf:285) forms in any modern dictionary, 
and the residual comparison is feeble.",,"*linsad ‘to slip, slide’"
Noise-2369,,slip off,noise,"On the basis of this comparison [Dempwolff](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;lurus 
‘slip off’.  However, the [Javanese](LanguageTable#cldf:285) form appears to contain the adversative passive circumfix 
_ka- -en_, found in a number of other forms, making the base _milurus_ rather than _lurus_. [Pigeaud (1938)](Source#cldf:pigeaud1938) gives KAMI ‘to pine away’ (_wegkwijnen_), with no morpheme division, while Dempwolff, citing the earlier work of [Jansz (1913)](Source#cldf:jansz1913) gives the somewhat different sense ‘have a panic attack’ (_von Schreck befallen sein_).  In any case this proposed cognate set shows little semantic coherence, and is best treateed as a product of chance.",,*lurus ‘slip off’
Noise-2139,,"slow: weak, slow",noise,,,
Noise-2186,,slow,noise,"Despite its excellent semantic match and near-perfect formal match, this comparison is only possible by accepting a unique correspondence of _d-_ in [Tagalog](LanguageTable#cldf:423) and other Philippine languages, to _l-_ in [Malay](LanguageTable#cldf:326).  This comparison was tentatively accepted in [Blust (1970)](Source#cldf:blust1970), where it was noted, however (152), that “Ml. _l_ < &ast;_d_ in this form has no known parallels.  While chance cannot be completely ruled out as an explanation of the formal and semantic resemblance of these items, the probability seems high that the comparison is valid.  An explanation for the discrepant initial segment of the [Malay](LanguageTable#cldf:326) word has not yet been found.”  Today, 43 years later, we still lack an explanation.",,
Noise-2015,,small,noise,,,
Noise-2016,,smoke,noise,,,
Noise-2017,,sneeze,noise,"Convergent innovation. Most of the forms cited here show multiple iconicity, beginning with a low vowel which approximates the position of the mouth at the onset of a sneeze, proceeding through an alveolar or palatal fricative or affricate, which mimics the oral closure preceding the release of a sneeze, and ending with a high vowel (plus nasal), which mimics the narrowed oral aperture and partial nasal channel which typically terminates a sneeze.",,
Noise-2018,,sneeze,noise,Probably products of chance convergence motivated by universal sound symbolism.,,
Noise-2401,,sneeze,noise,,,
Noise-2020,,"so, so that",noise,,,
Noise-2021,,soaking wet,noise,,,
Noise-2022,,song,noise,,,
Noise-2023,,soot,noise,"Probably a convergent semantic innovation from [PMP](LanguageTable#cldf:19081) &ast;_paRa_ 'storage shelf', since the latter was located above the hearth. In this connection cp. [Malay](LanguageTable#cldf:326) _araŋ para_ ('soot' + 'storage shelf') 'soot'.",,
Noise-2081,,sound: throaty sound,noise,"[Tae'](LanguageTable#cldf:18947) _iʔduk_ and [Manggarai](LanguageTable#cldf:816) _iruk_/ may contain a variant of the root &ast;_-dek_ 'hiccough, sob'. Whether this turns out to be the case or not, the similarity of these forms is best attributed to convergence.",,
Noise-2371,,space within a concave object,noise,"Based on this comparison [Ross (2003:110, 239)](Source#cldf:osmondpawleyandross2003) proposed [POc](LanguageTable#cldf:19082) &ast;_loto_ ‘space within a concave object’.  However, the expected [Loniu](LanguageTable#cldf:321) reflex of a [POc](LanguageTable#cldf:19082) &ast;_loto_ would be &ast;&ast;_lot_, not _lɔtiye_, and Polynesian reflexes suggest that there are two distinct cognate sets, one reflexting &ast;_loto_ ‘inner self, feelings, mind’, and the other ‘pool, possible inside the reef’.  The former is reconstructed based on evidence from Vanuatu and Polynesia, but any attempt to propose a reconstruction for the latter earlier than Proto-Central Pacific (or perhaps more realistically, [Proto-Polynesian](LanguageTable#cldf:19084)) is currently premature.",,
Noise-2227,,spicy tasting,noise,"Dempwolff used the [Toba Batak](LanguageTable#cldf:427), [Ngaju Dayak](LanguageTable#cldf:18577) and [Malagasy](LanguageTable#cldf:18432) forms to reconstruct &ast;_siak_ ‘spicy tasting’.  However, the [Toba Batak](LanguageTable#cldf:427) form does not appear to be cognate with those in the Barito languages, leaving us with unrelated reconstructions in Proto-Batak and Proto-Barito.  Despite this shortcoming a gloss was assigned based on the meaning in a single witness.",,*siak ‘spicy tasting’
Noise-2026,,spill out,noise,,,
Noise-2027,,spit,noise,,,
Noise-2028,,split,noise,,,
Noise-2240,,split tear,noise,"The Oceanic members of this comparison may be related, but until better evidence is available the resemblance between all of these forms is treated as a product of convergence.",,
Noise-2030,,sponge,noise,,,
Noise-2031,,spread out,noise,,,
Noise-2032,,spread out,noise,,,
Noise-2381,,spread out,noise,"[Mills (1981)](Source#cldf:mills1981) used this comparison, together with several other forms from central and 
southern Sulawesi meaning ‘move, spread, be common, well-known’, to propose [PAn](LanguageTable#cldf:19072) &ast;_laylay_ ‘spread, move, go around’, noting that [Dempwolff (1938)](Source#cldf:dempwolff193438) had assigned the [Tagalog](LanguageTable#cldf:423) form to his &ast;_DayDay_ ‘spread out’, “where it fits very poorly with [Javanese](LanguageTable#cldf:285) _ḍeḍe_ ‘sun oneself’.”  However, one must ask whether the comparison proposed by Mills is any more convincing than the one proposed by Dempwolff.",,
Noise-2288,,squirrel,noise,"Borrowing from [Malay](LanguageTable#cldf:326), or a late innovation in Borneo.",,
Noise-2033,,stalk,noise,The [Fijian](LanguageTable#cldf:266) and [Samoan](LanguageTable#cldf:401) forms are assumed to be related; the similarity of the [Acehnese](LanguageTable#cldf:225) form to these is due to chance.,,
Noise-2347,,stand open,noise,On the basis of this comparison [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;la(m)bas ‘stand open’ (_öffenstehen_).  It seems much better treated as a product of borrowing ([Toba Batak](LanguageTable#cldf:427) from [Malay](LanguageTable#cldf:326)) and chance (the rest).,,*la(m)bas ‘stand open’
Noise-2250,,stand up,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) proposed this comparison, which seems to be a product of chance.",,
Noise-2035,,stench,noise,,,
Noise-2036,,stench,noise,"Although this comparison was accepted in [Blust (1989)](Source#cldf:blust1989) it now appears to be arbitrary, since [Nggela](LanguageTable#cldf:359) _aŋo_ shows parallel sound correspondences and a generic semantic similarity to several forms in non-[OC](LanguageTable#cldf:19082) languages. For a general discussion of the word family &ast;_qaŋ-_ meaning 'stench' cf. [Blust (1988:60ff)](Source#cldf:blust1988).",,
Noise-2038,,step,noise,,,
Noise-2387,,"still, yet",noise,"Probably a product of chance.  [Dempwolff (1934-1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_maniŋ_ ‘still, yet (additive)’",,"*maniŋ ‘still, yet (additive)’"
Noise-2040,,stink,noise,,,
Noise-2041,,stink,noise,"Chance. [Ngadha](LanguageTable#cldf:357) _beŋu_ probably is connected with [Manggarai](LanguageTable#cldf:816) _beŋur_ 'odor of something rotten', _beŋus_ 'rotten (of smell)' or _beŋut_ 'somewhat rotten (of a gourd, etc.).",,
Noise-2042,,stink,noise,,,
Noise-2248,,stir up a fire,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) cites this comparison, but I find nothing like the [Tagalog](LanguageTable#cldf:423) form in any modern dictionary of the language (it is more likely to be _káhig_ ‘scratch up the soil, as a fowl’).  [Zorc (1971)](Source#cldf:zorc1971) cites this for [PPh](LanguageTable#cldf:19083) with the meaning ‘fire’, but so far as I have been able to determine it is entirely without support.",,
Noise-2047,,"stout, stocky",noise,,,
Noise-2043,,stomach,noise,The New Ireland forms are related; their resemblance to the similar items in Taiwan,,
Noise-2045,,"stop, of the wind",noise,,,
Noise-2046,,stop for,noise,Chance. For the source of [Malagasy](LanguageTable#cldf:18432) _áfitra_ cf. &ast;_ampet_.,,
Noise-2334,,stream of water,noise,"On the basis of the [Malay](LanguageTable#cldf:326) and [Malagasy](LanguageTable#cldf:18432) forms [Dempwolff (1938)](Source#cldf:dempwolff193438) proposed &ast;panca(rR) ‘stream of water’ (_Wasserstrahl_), but until a better comparison is available this one, even with the addition of [Isneg](LanguageTable#cldf:647) _pásag_, is best treated as a product of convergence.",,*panca(rR) ‘stream of water’
Noise-2271,,stretch out,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kuju(r)_ ‘stretch out’, but there is little to distinguish this from a chance resemblance.",,*kuju(r) ‘stretch out’
Noise-2050,,stripe,noise,,,
Noise-2051,,stroke (as in swimming),noise,,,
Noise-2212,,strong tasting,noise,"Proposed by [Dempwolff (1938)](Source#cldf:dempwolff193438) as ‘sharp tasting’.  The [Ngaju Dayak](LanguageTable#cldf:18577) form probably is borrowed from [Banjarese](LanguageTable#cldf:243), and the similarity of these to the [Tagalog](LanguageTable#cldf:423) word is best attributed to chance.",,
Noise-2052,,stupid,noise,,,
Noise-2053,,stupid,noise,,,*utu
Noise-2350,,substance used in fermenting palm wine,noise,"Apart from [Toba Batak](LanguageTable#cldf:427) _raru_, which probably is a [Malay](LanguageTable#cldf:326) loanword, the other forms cited here appear to show a similarity to one another that is due to chance.  [Dempwolfff (1938)](Source#cldf:dempwolff193438) proposed Uraustronesisch &ast;_laru_ ‘substance used to purify fermenting liquids’ (_Mittel zum Klären gärender Flüssigkeiten_).",,*laru ‘substance used to purify fermenting liquids’
Noise-2244,,suck,noise,,,
Noise-2323,,suck,noise,Probably a convergent development.,,
Noise-2055,,supposition,noise,,,
Noise-2057,,swallow: to swallow,noise,,,
Noise-2058,,sway,noise,"[Makassarese](LanguageTable#cldf:325) _boyoŋ_ appears to be a loan from [Malay](LanguageTable#cldf:326). The resemblance of the other forms both to this word and to one another is regarded as a product of chance, although the sequence _-VyV-_ is known to be symbolic of swinging or swaying movement in other morphemes ([Blust 1988:57-58](Source#cldf:blust1988)).",,
Noise-2180,,sway,noise,"Based on this set of data Dempwolff posited &ast;_bayaŋ_ ‘sway’, but the resemblance between these forms is best attributed to chance.  As noted in [Blust (1988:57-58)](Source#cldf:blust1988), medial _–y-_ is common in morphemes meaning ‘swing, sway, vacillate’ and the like.",,*bayaŋ ‘sway’
Noise-2060,,"swing, wave",noise,,,
Noise-2061,,swollen,noise,,,
Noise-2062,,tadpole,noise,,,
Noise-2367,,take out,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) used this proposed etymology to posit ‘Uraustronesisch’ &ast;_luRut_ ‘to take out’ (_herausnehmen_), but his comparison appears fanciful.",,
Noise-2249,,take with hand,noise,,,
Noise-2065,,tall,noise,"Through a number of arbitrary morpheme cuts, proposed to isolate &ast;_anzaŋ_ as a doublet of &ast;_panzaŋ_ 'long, tall'. However, the forms cited here, together with [Kelabit](LanguageTable#cldf:299) _kadaŋ_ 'long', [Lampung](LanguageTable#cldf:722) _tijjaŋ_ 'long' suggest a collection of non-cognate forms related by a common monosyllabic 'root' ([Blust 1988](Source#cldf:blust1988)).",,*anzaŋ
Noise-2066,,taro,noise,The resemblance of [Kowiai/Koiwai](LanguageTable#cldf:304) _et_ to the Micronesian forms cited here is attributed to chance.,,
Noise-2067,,taro,noise,,,
Noise-2068,,taro sp.,noise,,,
Noise-2085,,"taut: tight, taut",noise,,,
Noise-2313,,tear: to tear,noise,[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed ‘Uraustronesisch’ &ast;_tes_ ‘to tear’.,,*tes ‘to tear’
Noise-2070,,tell,noise,,,
Noise-2229,,temporary aid,noise,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_simbat_ ‘temporary aid’, but there is little evidence for this form apart from the two languages that he used as support, and the first vowel of the [Toba Batak](LanguageTable#cldf:427) form is irregular.  Although borrowing from [Javanese](LanguageTable#cldf:285) into [Toba Batak](LanguageTable#cldf:427) without passing through the medium of [Malay](LanguageTable#cldf:326) is virtually unknown, it seems best to treat this as a loan distribution pending the collection of a more convincing cognate set.",,*simbat ‘temporary aid’
Noise-2359,,"tender, weak",noise,"[Malay](LanguageTable#cldf:326) _lemuk_, cited by [Dempwolff](Source#cldf:dempwolff193438), does not appear in any source I have been able to consult.  The remaining part of this comparison is best considered unconnected.  [Dempwolff 
(1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_lemuk_ ‘weak’.",,*lemuk ‘weak’
Noise-2075,,that,noise,The KALL and [Manobo (Dibabawon)](LanguageTable#cldf:821) forms reflect earlier &ast;_suyaq_. The similarity of [Thao](LanguageTable#cldf:1062) _huya_ to these words is attributed to chance.,,
Noise-2076,,that,noise,,,
Noise-2077,,"that, there",noise,,,
Noise-2078,,"that, this",noise,Chance. These forms may each contain a reflex of &ast;_ia_ '3sg.'.,,
